sub,similarity,congruent,rsi
280363,2.0,1,5
280364,1.8571428571428572,1,5
280365,1.9523809523809523,1,5
280367,2.2222222222222223,1,5
280368,1.75,1,5
280369,1.8571428571428572,1,5
280370,2.2777777777777777,1,5
280371,2.375,1,5
280372,2.3636363636363638,1,5
280373,2.1904761904761907,1,5
280374,2.3333333333333335,1,5
280375,2.1333333333333333,1,5
280376,2.4,1,5
280377,1.9166666666666667,1,5
280379,2.111111111111111,1,5
280380,2.3,1,5
280383,2.5,1,5
280384,2.125,1,5
280385,2.0588235294117645,1,5
280386,2.0526315789473686,1,5
280387,1.7647058823529411,1,5
280389,2.1875,1,5
280391,2.210526315789474,1,5
280392,2.111111111111111,1,5
280395,2.1176470588235294,1,5
280396,2.230769230769231,1,5
280398,2.0,1,5
280403,2.1666666666666665,1,5
280404,2.0,1,5
280405,2.0555555555555554,1,5
280406,2.0,1,5
280408,2.0588235294117645,1,5
280409,2.25,1,5
280411,2.0588235294117645,1,5
280412,2.2857142857142856,1,5
280413,2.0,1,5
280418,2.25,1,5
280419,1.9444444444444444,1,5
280420,1.8235294117647058,1,5
280422,1.7647058823529411,1,5
280428,2.0,1,5
280429,2.1176470588235294,1,5
280430,2.125,1,5
280433,2.263157894736842,1,5
280435,1.9285714285714286,1,5
280436,2.066666666666667,1,5
280437,2.076923076923077,1,5
280438,2.0,1,5
280440,2.466666666666667,1,5
280444,2.0,1,5
280281,1.8823529411764706,0,5
280282,2.3076923076923075,0,5
280283,2.0,0,5
280285,2.3,0,5
280286,2.2222222222222223,0,5
280288,1.7142857142857142,0,5
280289,2.125,0,5
280292,1.75,0,5
280297,2.0,0,5
280298,1.9333333333333333,0,5
280299,1.9166666666666667,0,5
280300,2.2222222222222223,0,5
280301,2.1666666666666665,0,5
280302,2.5833333333333335,0,5
280303,2.0,0,5
280304,2.1176470588235294,0,5
280305,2.111111111111111,0,5
280306,1.8666666666666667,0,5
280307,2.2777777777777777,0,5
280308,1.7857142857142858,0,5
280309,1.9230769230769231,0,5
280310,2.2142857142857144,0,5
280311,2.1666666666666665,0,5
280312,2.2941176470588234,0,5
280313,2.090909090909091,0,5
280314,2.0,0,5
280315,2.2666666666666666,0,5
280316,1.9166666666666667,0,5
280317,2.0588235294117645,0,5
280318,2.0,0,5
280320,2.066666666666667,0,5
280321,2.090909090909091,0,5
280322,2.066666666666667,0,5
280325,2.2666666666666666,0,5
280326,1.8888888888888888,0,5
280327,2.5,0,5
280328,2.0,0,5
280329,2.1,0,5
280330,2.1052631578947367,0,5
280332,2.0714285714285716,0,5
280333,2.6,0,5
280334,1.8461538461538463,0,5
280335,2.066666666666667,0,5
280336,2.5384615384615383,0,5
280337,2.1818181818181817,0,5
280339,1.9166666666666667,0,5
280340,2.076923076923077,0,5
280342,2.1538461538461537,0,5
280343,2.090909090909091,0,5
280344,2.090909090909091,0,5
280345,2.5,0,5
280346,1.7647058823529411,0,5
280347,2.125,0,5
280349,2.235294117647059,0,5
280350,2.3636363636363638,0,5
280351,1.9,0,5
280352,1.9166666666666667,0,5
280353,1.8571428571428572,0,5
280354,2.3333333333333335,0,5
280355,2.1875,0,5
280356,2.375,0,5
280357,2.1578947368421053,0,5
280360,2.3,0,5
280361,2.25,0,5
280362,2.0,0,5
280363,2.357142857142857,0,5
280364,2.1333333333333333,0,5
280365,1.9,0,5
280367,2.2,0,5
280368,2.1666666666666665,0,5
280369,2.1818181818181817,0,5
280370,1.7692307692307692,0,5
280371,2.0,0,5
280372,2.0,0,5
280373,1.9,0,5
280374,1.8666666666666667,0,5
280375,2.5454545454545454,0,5
280376,1.6428571428571428,0,5
280377,2.0555555555555554,0,5
280379,2.5454545454545454,0,5
280380,2.25,0,5
280383,2.0588235294117645,0,5
280384,1.8888888888888888,0,5
280385,2.0,0,5
280386,1.7777777777777777,0,5
280387,2.076923076923077,0,5
280389,1.8,0,5
280391,2.2222222222222223,0,5
280392,2.235294117647059,0,5
280395,2.4,0,5
280396,2.0,0,5
280398,2.0,0,5
280403,2.1,0,5
280404,2.0,0,5
280405,1.8,0,5
280406,2.1176470588235294,0,5
280408,2.2666666666666666,0,5
280409,2.1176470588235294,0,5
280411,1.875,0,5
280412,2.1818181818181817,0,5
280413,2.2222222222222223,0,5
280418,2.090909090909091,0,5
280419,2.2,0,5
280420,2.0555555555555554,0,5
280422,2.3,0,5
280428,2.3076923076923075,0,5
280429,2.142857142857143,0,5
280430,2.111111111111111,0,5
280433,2.1,0,5
280435,2.1,0,5
280436,1.875,0,5
280437,1.7142857142857142,0,5
280438,2.2222222222222223,0,5
280440,2.142857142857143,0,5
280444,2.1333333333333333,0,5
280281,2.0476190476190474,1,6
280282,2.36,1,6
280283,2.1,1,6
280285,2.25,1,6
280286,2.0,1,6
280288,2.1363636363636362,1,6
280289,1.8571428571428572,1,6
280292,2.0588235294117645,1,6
280297,2.3,1,6
280298,1.619047619047619,1,6
280299,2.1739130434782608,1,6
280300,2.210526315789474,1,6
280301,1.894736842105263,1,6
280302,1.9375,1,6
280303,1.95,1,6
280304,2.0952380952380953,1,6
280305,2.210526315789474,1,6
280306,2.2916666666666665,1,6
280307,2.0,1,6
280308,2.0869565217391304,1,6
280309,1.8636363636363635,1,6
280310,2.1739130434782608,1,6
280311,2.0,1,6
280312,1.875,1,6
280313,2.0526315789473686,1,6
280314,1.95,1,6
280315,2.2777777777777777,1,6
280316,2.15,1,6
280317,2.32,1,6
280318,2.0869565217391304,1,6
280320,1.9047619047619047,1,6
280321,1.8695652173913044,1,6
280322,2.375,1,6
280325,2.08,1,6
280326,2.1333333333333333,1,6
280327,2.1904761904761907,1,6
280328,2.25,1,6
280329,2.1363636363636362,1,6
280330,2.0476190476190474,1,6
280332,2.2857142857142856,1,6
280333,2.3043478260869565,1,6
280334,2.380952380952381,1,6
280335,2.0714285714285716,1,6
280336,1.9130434782608696,1,6
280337,2.1818181818181817,1,6
280339,2.1052631578947367,1,6
280340,2.0,1,6
280342,2.0476190476190474,1,6
280343,2.0,1,6
280344,2.1363636363636362,1,6
280345,1.631578947368421,1,6
280346,2.2857142857142856,1,6
280347,2.1904761904761907,1,6
280349,2.1052631578947367,1,6
280350,2.5384615384615383,1,6
280351,2.0,1,6
280352,1.7586206896551724,1,6
280353,1.5909090909090908,1,6
280354,1.85,1,6
280355,2.210526315789474,1,6
280356,2.0833333333333335,1,6
280357,2.3157894736842106,1,6
280360,2.176470588235294,1,6
280361,2.0,1,6
280362,1.8823529411764706,1,6
280363,2.16,1,6
280364,1.9230769230769231,1,6
280365,1.9523809523809523,1,6
280367,1.9285714285714286,1,6
280368,1.9333333333333333,1,6
280369,2.35,1,6
280370,2.142857142857143,1,6
280371,2.3157894736842106,1,6
280372,2.1176470588235294,1,6
280373,2.3684210526315788,1,6
280374,1.6470588235294117,1,6
280375,2.0,1,6
280376,1.7727272727272727,1,6
280377,2.096774193548387,1,6
280379,2.2222222222222223,1,6
280380,2.1,1,6
280383,2.1538461538461537,1,6
280384,2.35,1,6
280385,2.3125,1,6
280386,2.1,1,6
280387,1.92,1,6
280389,2.3333333333333335,1,6
280391,2.3157894736842106,1,6
280392,2.1578947368421053,1,6
280395,1.8571428571428572,1,6
280396,1.875,1,6
280398,2.0833333333333335,1,6
280403,2.2962962962962963,1,6
280404,1.875,1,6
280405,2.130434782608696,1,6
280406,2.260869565217391,1,6
280408,2.0454545454545454,1,6
280409,1.7727272727272727,1,6
280411,2.5,1,6
280412,2.16,1,6
280413,2.0476190476190474,1,6
280418,2.0434782608695654,1,6
280419,2.0,1,6
280420,2.076923076923077,1,6
280422,2.090909090909091,1,6
280428,1.7916666666666667,1,6
280429,1.9523809523809523,1,6
280430,2.4545454545454546,1,6
280433,2.12,1,6
280435,1.9565217391304348,1,6
280436,2.0,1,6
280437,2.15,1,6
280438,2.0588235294117645,1,6
280440,2.4210526315789473,1,6
280444,1.7619047619047619,1,6
280281,2.4210526315789473,0,6
280282,2.0,0,6
280283,1.8,0,6
280285,1.8333333333333333,0,6
280286,1.8125,0,6
280288,1.9047619047619047,0,6
280289,2.1739130434782608,0,6
280292,2.1,0,6
280297,1.8571428571428572,0,6
280298,2.1052631578947367,0,6
280299,1.75,0,6
280300,1.875,0,6
280301,2.230769230769231,0,6
280302,2.3333333333333335,0,6
280303,1.9166666666666667,0,6
280304,1.9411764705882353,0,6
280305,2.076923076923077,0,6
280306,2.2142857142857144,0,6
280307,2.0,0,6
280308,1.9444444444444444,0,6
280309,2.0,0,6
280310,2.2142857142857144,0,6
280311,2.35,0,6
280312,1.8333333333333333,0,6
280313,1.9166666666666667,0,6
280314,1.8636363636363635,0,6
280315,2.08,0,6
280316,1.95,0,6
280317,2.272727272727273,0,6
280318,2.0,0,6
280320,2.2,0,6
280321,2.0,0,6
280322,2.0,0,6
280325,2.2222222222222223,0,6
280326,2.066666666666667,0,6
280327,2.176470588235294,0,6
280328,2.1818181818181817,0,6
280329,2.25,0,6
280330,2.375,0,6
280332,2.12,0,6
280333,2.076923076923077,0,6
280334,2.3,0,6
280335,2.0625,0,6
280336,2.0,0,6
280337,2.142857142857143,0,6
280339,2.130434782608696,0,6
280340,1.9,0,6
280342,1.5,0,6
280343,2.1875,0,6
280344,2.388888888888889,0,6
280345,2.111111111111111,0,6
280346,2.1333333333333333,0,6
280347,1.8125,0,6
280349,1.7894736842105263,0,6
280350,2.411764705882353,0,6
280351,1.8461538461538463,0,6
280352,2.1666666666666665,0,6
280353,2.1176470588235294,0,6
280354,2.5,0,6
280355,1.9523809523809523,0,6
280356,2.2857142857142856,0,6
280357,2.066666666666667,0,6
280360,2.3333333333333335,0,6
280361,2.0,0,6
280362,2.076923076923077,0,6
280363,2.5,0,6
280364,2.0833333333333335,0,6
280365,2.2,0,6
280367,1.8181818181818181,0,6
280368,2.0555555555555554,0,6
280369,2.235294117647059,0,6
280370,1.9473684210526316,0,6
280371,2.1666666666666665,0,6
280372,2.2,0,6
280373,2.0714285714285716,0,6
280374,1.7222222222222223,0,6
280375,2.235294117647059,0,6
280376,2.142857142857143,0,6
280377,1.8,0,6
280379,2.3333333333333335,0,6
280380,2.4545454545454546,0,6
280383,2.3846153846153846,0,6
280384,1.875,0,6
280385,2.2666666666666666,0,6
280386,2.2857142857142856,0,6
280387,1.894736842105263,0,6
280389,1.95,0,6
280391,2.347826086956522,0,6
280392,2.1666666666666665,0,6
280395,2.238095238095238,0,6
280396,1.65,0,6
280398,2.263157894736842,0,6
280403,2.4615384615384617,0,6
280404,1.9444444444444444,0,6
280405,1.75,0,6
280406,2.1875,0,6
280408,2.0,0,6
280409,1.9444444444444444,0,6
280411,1.85,0,6
280412,2.230769230769231,0,6
280413,2.0,0,6
280418,2.3125,0,6
280419,2.3333333333333335,0,6
280420,1.9411764705882353,0,6
280422,1.8125,0,6
280428,2.0833333333333335,0,6
280429,2.2777777777777777,0,6
280430,2.235294117647059,0,6
280433,2.142857142857143,0,6
280435,2.076923076923077,0,6
280436,2.0588235294117645,0,6
280437,1.8571428571428572,0,6
280438,1.8333333333333333,0,6
280440,1.9130434782608696,0,6
280444,2.3,0,6
280281,2.0434782608695654,1,7
280282,2.1538461538461537,1,7
280283,2.3333333333333335,1,7
280285,2.0,1,7
280286,2.2941176470588234,1,7
280288,2.0,1,7
280289,2.0555555555555554,1,7
280292,2.230769230769231,1,7
280297,2.0,1,7
280298,1.9090909090909092,1,7
280299,2.0526315789473686,1,7
280300,2.1578947368421053,1,7
280301,2.3529411764705883,1,7
280302,2.076923076923077,1,7
280303,1.7222222222222223,1,7
280304,2.25,1,7
280305,1.9375,1,7
280306,2.0625,1,7
280307,1.9285714285714286,1,7
280308,2.3333333333333335,1,7
280309,2.1578947368421053,1,7
280310,1.75,1,7
280311,2.4,1,7
280312,1.631578947368421,1,7
280313,2.076923076923077,1,7
280314,1.6470588235294117,1,7
280315,1.8421052631578947,1,7
280316,2.4,1,7
280317,1.75,1,7
280318,2.1176470588235294,1,7
280320,2.2941176470588234,1,7
280321,2.235294117647059,1,7
280322,2.05,1,7
280325,1.6875,1,7
280326,1.9375,1,7
280327,1.9333333333333333,1,7
280328,1.8571428571428572,1,7
280329,1.7857142857142858,1,7
280330,2.1578947368421053,1,7
280332,2.1875,1,7
280333,2.1176470588235294,1,7
280334,2.1538461538461537,1,7
280335,2.176470588235294,1,7
280336,2.375,1,7
280337,2.0,1,7
280339,2.0588235294117645,1,7
280340,2.0,1,7
280342,2.3157894736842106,1,7
280343,2.066666666666667,1,7
280344,2.3846153846153846,1,7
280345,1.75,1,7
280346,2.1875,1,7
280347,2.0625,1,7
280349,2.1,1,7
280350,2.238095238095238,1,7
280351,2.0,1,7
280352,1.9230769230769231,1,7
280353,2.0,1,7
280354,1.9166666666666667,1,7
280355,2.0952380952380953,1,7
280356,2.0,1,7
280357,1.9333333333333333,1,7
280360,2.272727272727273,1,7
280361,2.0,1,7
280362,2.0588235294117645,1,7
280363,2.3333333333333335,1,7
280364,2.3333333333333335,1,7
280365,2.066666666666667,1,7
280367,1.6,1,7
280368,2.15,1,7
280369,1.9375,1,7
280370,2.0,1,7
280371,2.2,1,7
280372,2.0,1,7
280373,2.176470588235294,1,7
280374,2.0625,1,7
280375,2.0588235294117645,1,7
280376,2.2142857142857144,1,7
280377,2.411764705882353,1,7
280379,1.7647058823529411,1,7
280380,1.9285714285714286,1,7
280383,2.142857142857143,1,7
280384,2.1875,1,7
280385,1.894736842105263,1,7
280386,2.2941176470588234,1,7
280387,2.263157894736842,1,7
280389,1.894736842105263,1,7
280391,2.0,1,7
280392,2.1578947368421053,1,7
280395,1.9333333333333333,1,7
280396,1.75,1,7
280398,1.7692307692307692,1,7
280403,2.066666666666667,1,7
280404,2.2,1,7
280405,2.0526315789473686,1,7
280406,1.9411764705882353,1,7
280408,2.125,1,7
280409,1.9411764705882353,1,7
280411,1.9285714285714286,1,7
280412,2.0588235294117645,1,7
280413,1.8666666666666667,1,7
280418,2.1666666666666665,1,7
280419,1.9333333333333333,1,7
280420,2.3333333333333335,1,7
280422,2.0555555555555554,1,7
280428,2.0,1,7
280429,2.2,1,7
280430,2.235294117647059,1,7
280433,2.0625,1,7
280435,1.9285714285714286,1,7
280436,1.85,1,7
280437,2.1176470588235294,1,7
280438,2.1875,1,7
280440,2.2857142857142856,1,7
280444,1.9166666666666667,1,7
280281,1.625,0,7
280282,2.142857142857143,0,7
280283,1.9375,0,7
280285,2.111111111111111,0,7
280286,2.111111111111111,0,7
280288,2.090909090909091,0,7
280289,2.4545454545454546,0,7
280292,1.9166666666666667,0,7
280297,2.2,0,7
280298,2.25,0,7
280299,2.0,0,7
280300,2.0,0,7
280301,2.3333333333333335,0,7
280302,2.0714285714285716,0,7
280303,1.9090909090909092,0,7
280304,2.1333333333333333,0,7
280305,2.0,0,7
280306,1.8125,0,7
280307,1.8181818181818181,0,7
280308,2.0,0,7
280309,1.7777777777777777,0,7
280310,2.25,0,7
280311,2.2222222222222223,0,7
280312,2.1,0,7
280313,1.9,0,7
280314,2.3,0,7
280315,2.0,0,7
280316,2.066666666666667,0,7
280317,1.7272727272727273,0,7
280318,2.3125,0,7
280320,2.125,0,7
280321,1.9,0,7
280322,2.4444444444444446,0,7
280325,2.3333333333333335,0,7
280326,1.9090909090909092,0,7
280327,1.9230769230769231,0,7
280328,2.0833333333333335,0,7
280329,2.1666666666666665,0,7
280330,2.3125,0,7
280332,2.0,0,7
280333,2.625,0,7
280334,2.5625,0,7
280335,1.9285714285714286,0,7
280336,2.2666666666666666,0,7
280337,2.1538461538461537,0,7
280339,2.0,0,7
280340,2.111111111111111,0,7
280342,1.625,0,7
280343,2.125,0,7
280344,2.5384615384615383,0,7
280345,1.9285714285714286,0,7
280346,1.875,0,7
280347,1.9,0,7
280349,2.25,0,7
280350,2.375,0,7
280351,2.2857142857142856,0,7
280352,2.1578947368421053,0,7
280353,2.0833333333333335,0,7
280354,2.0,0,7
280355,1.75,0,7
280356,1.7692307692307692,0,7
280357,2.0833333333333335,0,7
280360,2.1,0,7
280361,2.142857142857143,0,7
280362,2.25,0,7
280363,1.9285714285714286,0,7
280364,1.8666666666666667,0,7
280365,2.0,0,7
280367,2.375,0,7
280368,1.5833333333333333,0,7
280369,2.0833333333333335,0,7
280370,2.235294117647059,0,7
280371,1.8888888888888888,0,7
280372,2.5,0,7
280373,2.2142857142857144,0,7
280374,1.7142857142857142,0,7
280375,1.7692307692307692,0,7
280376,2.230769230769231,0,7
280377,2.0,0,7
280379,2.2,0,7
280380,2.0526315789473686,0,7
280383,2.0,0,7
280384,2.25,0,7
280385,2.4545454545454546,0,7
280386,2.142857142857143,0,7
280387,2.0,0,7
280389,2.0,0,7
280391,2.3125,0,7
280392,1.8181818181818181,0,7
280395,2.0,0,7
280396,2.2142857142857144,0,7
280398,1.6666666666666667,0,7
280403,2.0,0,7
280404,1.6,0,7
280405,2.3,0,7
280406,2.3,0,7
280408,1.8571428571428572,0,7
280409,1.9285714285714286,0,7
280411,2.25,0,7
280412,2.25,0,7
280413,2.0,0,7
280418,2.0,0,7
280419,2.1666666666666665,0,7
280420,2.4285714285714284,0,7
280422,2.5,0,7
280428,2.0,0,7
280429,2.2857142857142856,0,7
280430,2.142857142857143,0,7
280433,1.5,0,7
280435,2.076923076923077,0,7
280436,1.7777777777777777,0,7
280437,2.1,0,7
280438,2.0,0,7
280440,2.1333333333333333,0,7
280444,2.2857142857142856,0,7
280281,2.142857142857143,1,8
280282,2.05,1,8
280283,1.8235294117647058,1,8
280285,1.95,1,8
280286,2.0,1,8
280288,1.7272727272727273,1,8
280289,1.9473684210526316,1,8
280292,2.0,1,8
280297,1.894736842105263,1,8
280298,1.9473684210526316,1,8
280299,1.7619047619047619,1,8
280300,2.0588235294117645,1,8
280301,2.263157894736842,1,8
280302,2.1875,1,8
280303,2.260869565217391,1,8
280304,1.894736842105263,1,8
280305,1.8,1,8
280306,2.1,1,8
280307,2.125,1,8
280308,1.826086956521739,1,8
280309,1.8333333333333333,1,8
280310,2.1818181818181817,1,8
280311,2.269230769230769,1,8
280312,1.8333333333333333,1,8
280313,2.0,1,8
280314,2.1904761904761907,1,8
280315,2.2,1,8
280316,2.0952380952380953,1,8
280317,1.8235294117647058,1,8
280318,1.8,1,8
280320,2.1666666666666665,1,8
280321,2.0,1,8
280322,1.85,1,8
280325,2.142857142857143,1,8
280326,1.875,1,8
280327,2.217391304347826,1,8
280328,2.0952380952380953,1,8
280329,2.0416666666666665,1,8
280330,2.0869565217391304,1,8
280332,2.3076923076923075,1,8
280333,2.176470588235294,1,8
280334,2.0714285714285716,1,8
280335,2.04,1,8
280336,2.5789473684210527,1,8
280337,2.111111111111111,1,8
280339,2.217391304347826,1,8
280340,2.1739130434782608,1,8
280342,1.85,1,8
280343,2.1666666666666665,1,8
280344,2.0,1,8
280345,2.1052631578947367,1,8
280346,1.9375,1,8
280347,1.9230769230769231,1,8
280349,1.9230769230769231,1,8
280350,2.4761904761904763,1,8
280351,2.142857142857143,1,8
280352,2.1904761904761907,1,8
280353,1.9047619047619047,1,8
280354,2.0625,1,8
280355,2.0,1,8
280356,2.3333333333333335,1,8
280357,2.0454545454545454,1,8
280360,2.3,1,8
280361,2.0952380952380953,1,8
280362,2.0714285714285716,1,8
280363,2.2916666666666665,1,8
280364,2.1578947368421053,1,8
280365,1.8571428571428572,1,8
280367,2.0588235294117645,1,8
280368,1.7,1,8
280369,1.9473684210526316,1,8
280370,2.238095238095238,1,8
280371,1.9047619047619047,1,8
280372,2.1666666666666665,1,8
280373,1.894736842105263,1,8
280374,2.0,1,8
280375,2.130434782608696,1,8
280376,2.25,1,8
280377,2.2,1,8
280379,2.272727272727273,1,8
280380,2.076923076923077,1,8
280383,2.1785714285714284,1,8
280384,2.15,1,8
280385,1.9523809523809523,1,8
280386,2.1052631578947367,1,8
280387,2.210526315789474,1,8
280389,2.130434782608696,1,8
280391,2.3,1,8
280392,2.1578947368421053,1,8
280395,2.130434782608696,1,8
280396,2.1,1,8
280398,2.0416666666666665,1,8
280403,1.7272727272727273,1,8
280404,2.0869565217391304,1,8
280405,1.875,1,8
280406,1.8636363636363635,1,8
280408,2.0416666666666665,1,8
280409,1.875,1,8
280411,1.7647058823529411,1,8
280412,1.8125,1,8
280413,1.9565217391304348,1,8
280418,1.75,1,8
280419,1.8571428571428572,1,8
280420,2.2777777777777777,1,8
280422,1.8333333333333333,1,8
280428,2.3333333333333335,1,8
280429,2.4,1,8
280430,2.0416666666666665,1,8
280433,2.0,1,8
280435,1.7391304347826086,1,8
280436,2.0,1,8
280437,2.0689655172413794,1,8
280438,2.1578947368421053,1,8
280440,1.6842105263157894,1,8
280444,2.375,1,8
280281,2.2222222222222223,0,8
280282,1.9285714285714286,0,8
280283,2.3,0,8
280285,2.142857142857143,0,8
280286,2.15,0,8
280288,1.9523809523809523,0,8
280289,2.3333333333333335,0,8
280292,2.0833333333333335,0,8
280297,2.076923076923077,0,8
280298,1.95,0,8
280299,1.875,0,8
280300,2.3,0,8
280301,1.9230769230769231,0,8
280302,2.1666666666666665,0,8
280303,2.272727272727273,0,8
280304,1.7647058823529411,0,8
280305,1.6363636363636365,0,8
280306,1.9230769230769231,0,8
280307,1.9,0,8
280308,1.95,0,8
280309,2.0,0,8
280310,2.0833333333333335,0,8
280311,2.263157894736842,0,8
280312,1.9230769230769231,0,8
280313,2.0833333333333335,0,8
280314,2.0,0,8
280315,1.9333333333333333,0,8
280316,2.0588235294117645,0,8
280317,1.9090909090909092,0,8
280318,2.0588235294117645,0,8
280320,2.2857142857142856,0,8
280321,1.9285714285714286,0,8
280322,2.111111111111111,0,8
280325,2.0476190476190474,0,8
280326,2.2,0,8
280327,2.1176470588235294,0,8
280328,2.090909090909091,0,8
280329,2.1875,0,8
280330,2.375,0,8
280332,1.875,0,8
280333,2.4166666666666665,0,8
280334,2.3125,0,8
280335,2.388888888888889,0,8
280336,2.210526315789474,0,8
280337,2.090909090909091,0,8
280339,2.066666666666667,0,8
280340,2.1,0,8
280342,1.7333333333333334,0,8
280343,2.2222222222222223,0,8
280344,2.0,0,8
280345,1.8571428571428572,0,8
280346,2.0526315789473686,0,8
280347,1.7692307692307692,0,8
280349,1.8518518518518519,0,8
280350,2.388888888888889,0,8
280351,2.2857142857142856,0,8
280352,1.6818181818181819,0,8
280353,2.2666666666666666,0,8
280354,1.9285714285714286,0,8
280355,2.0526315789473686,0,8
280356,2.066666666666667,0,8
280357,2.1538461538461537,0,8
280360,2.3333333333333335,0,8
280361,2.25,0,8
280362,1.9285714285714286,0,8
280363,2.0833333333333335,0,8
280364,1.9047619047619047,0,8
280365,2.090909090909091,0,8
280367,2.0714285714285716,0,8
280368,2.0555555555555554,0,8
280369,2.125,0,8
280370,2.1875,0,8
280371,2.125,0,8
280372,2.3333333333333335,0,8
280373,1.8,0,8
280374,1.7777777777777777,0,8
280375,1.8,0,8
280376,2.066666666666667,0,8
280377,2.25,0,8
280379,2.1538461538461537,0,8
280380,2.0625,0,8
280383,2.4285714285714284,0,8
280384,2.125,0,8
280385,2.0555555555555554,0,8
280386,2.0,0,8
280387,1.8461538461538463,0,8
280389,2.0,0,8
280391,2.15,0,8
280392,2.130434782608696,0,8
280395,1.8571428571428572,0,8
280396,1.7916666666666667,0,8
280398,1.8235294117647058,0,8
280403,2.0555555555555554,0,8
280404,2.0,0,8
280405,1.8,0,8
280406,1.9411764705882353,0,8
280408,2.0,0,8
280409,1.7857142857142858,0,8
280411,2.0,0,8
280412,2.1666666666666665,0,8
280413,2.230769230769231,0,8
280418,1.8,0,8
280419,2.0,0,8
280420,1.9523809523809523,0,8
280422,2.0,0,8
280428,2.3636363636363638,0,8
280429,1.8461538461538463,0,8
280430,2.230769230769231,0,8
280433,2.2666666666666666,0,8
280435,2.0,0,8
280436,2.1875,0,8
280437,1.8,0,8
280438,2.0588235294117645,0,8
280440,2.125,0,8
280444,2.1176470588235294,0,8
280281,2.1176470588235294,1,9
280282,2.210526315789474,1,9
280283,2.5833333333333335,1,9
280285,1.9375,1,9
280286,2.0,1,9
280288,2.473684210526316,1,9
280289,2.0588235294117645,1,9
280292,2.066666666666667,1,9
280297,2.263157894736842,1,9
280298,1.9,1,9
280299,2.0,1,9
280300,2.142857142857143,1,9
280301,2.0,1,9
280302,2.2666666666666666,1,9
280303,1.8666666666666667,1,9
280304,2.0952380952380953,1,9
280305,1.8888888888888888,1,9
280306,1.8421052631578947,1,9
280307,2.0,1,9
280308,2.3076923076923075,1,9
280309,2.2666666666666666,1,9
280310,2.375,1,9
280311,2.2,1,9
280312,1.875,1,9
280313,1.9090909090909092,1,9
280314,1.894736842105263,1,9
280315,2.066666666666667,1,9
280316,1.8235294117647058,1,9
280317,1.8823529411764706,1,9
280318,2.3,1,9
280320,1.9130434782608696,1,9
280321,2.0,1,9
280322,1.6428571428571428,1,9
280325,2.125,1,9
280326,2.2941176470588234,1,9
280327,1.9333333333333333,1,9
280328,2.375,1,9
280329,2.2,1,9
280330,2.0,1,9
280332,1.8333333333333333,1,9
280333,2.0,1,9
280334,2.111111111111111,1,9
280335,2.0,1,9
280336,2.1052631578947367,1,9
280337,2.235294117647059,1,9
280339,2.0,1,9
280340,2.2,1,9
280342,2.272727272727273,1,9
280343,2.1875,1,9
280344,1.8666666666666667,1,9
280345,1.9444444444444444,1,9
280346,2.2,1,9
280347,2.0,1,9
280349,2.111111111111111,1,9
280350,2.1538461538461537,1,9
280351,2.230769230769231,1,9
280352,2.0,1,9
280353,1.875,1,9
280354,2.1,1,9
280355,2.0869565217391304,1,9
280356,2.3636363636363638,1,9
280357,2.263157894736842,1,9
280360,2.4705882352941178,1,9
280361,2.0625,1,9
280362,1.9285714285714286,1,9
280363,2.0,1,9
280364,1.8,1,9
280365,2.111111111111111,1,9
280367,2.2857142857142856,1,9
280368,2.0,1,9
280369,1.8181818181818181,1,9
280370,1.6428571428571428,1,9
280371,2.375,1,9
280372,2.0,1,9
280373,1.8,1,9
280374,2.0555555555555554,1,9
280375,1.6,1,9
280376,2.2222222222222223,1,9
280377,2.2,1,9
280379,2.3157894736842106,1,9
280380,2.0,1,9
280383,2.1904761904761907,1,9
280384,1.9375,1,9
280385,1.9444444444444444,1,9
280386,2.0714285714285716,1,9
280387,2.3333333333333335,1,9
280389,1.8,1,9
280391,2.2857142857142856,1,9
280392,2.15,1,9
280395,2.235294117647059,1,9
280396,1.9090909090909092,1,9
280398,1.7777777777777777,1,9
280403,2.2,1,9
280404,2.3076923076923075,1,9
280405,1.7894736842105263,1,9
280406,1.6111111111111112,1,9
280408,2.1,1,9
280409,1.9333333333333333,1,9
280411,2.0,1,9
280412,1.75,1,9
280413,1.8666666666666667,1,9
280418,1.9375,1,9
280419,1.9444444444444444,1,9
280420,2.111111111111111,1,9
280422,2.066666666666667,1,9
280428,2.769230769230769,1,9
280429,2.1,1,9
280430,1.6,1,9
280433,2.1052631578947367,1,9
280435,1.9375,1,9
280436,1.7222222222222223,1,9
280437,2.076923076923077,1,9
280438,2.1538461538461537,1,9
280440,1.7692307692307692,1,9
280444,2.3636363636363638,1,9
280281,2.0,0,9
280282,2.1,0,9
280283,2.5,0,9
280285,1.8333333333333333,0,9
280286,1.875,0,9
280288,1.8,0,9
280289,2.230769230769231,0,9
280292,2.230769230769231,0,9
280297,1.8888888888888888,0,9
280298,2.1818181818181817,0,9
280299,2.2857142857142856,0,9
280300,2.7777777777777777,0,9
280301,1.7142857142857142,0,9
280302,1.7777777777777777,0,9
280303,2.1538461538461537,0,9
280304,2.142857142857143,0,9
280305,2.111111111111111,0,9
280306,2.25,0,9
280307,2.375,0,9
280308,2.1578947368421053,0,9
280309,2.1666666666666665,0,9
280310,2.4545454545454546,0,9
280311,2.6153846153846154,0,9
280312,1.8181818181818181,0,9
